,Label,Text
1490,MISC,"the prospect theory editing operation, by which a decision maker's reference point is determined, can have important effects on the disutility of the test
"
1491,AIMX,"on the basis of the prospect theory value function, this paper develops two approaches to reducing disutility by directing the decision maker's attention to either actual past or expected future losses that result in shifted reference points
"
1492,OWNX,"after providing a graphical description of the approaches and a mathematical proof of the direction of their effect on judgment, we briefly illustrate the potential value of these approaches with examples from qualitative research on prostate cancer treatment decisions
"
1493,MISC,"in preventative health decisions, such as the decision to undergo an invasive screening test or treatment, people may be deterred from selecting the test because its disutility relative to not testing is greater than the utility associated with prevention of possible disease
"
1494,MISC,"for example, people may feel that the anticipated disutility of a colonoscopy for colorectal cancer screening is great enough relative to the expected utilty of prevention of possible colorectal cancer to dissuade them from seeking colonoscopy
"
1495,MISC,"the prospect theory editing operation  CITATION , by which a decision maker's reference point is determined, can have important impacts on the perceived disutility of the test
"
1496,MISC,"the work of rothman, salovey, and colleagues on message framing has tested prospect theory predictions of how the description of test outcomes as gains or losses as well as the conceptualization of the purpose of the test as preventative vs diagnostic and the consequent perception of whether the test is ""safe"" or ""risky"" can affect test rates  CITATION
"
1497,MISC,"specifically, message framing theories predict that when a procedure is perceived as risky e g , cancer screening tests may cause a patient to find out that they have cancer, loss-framed messages will promote testing more strongly than gain-framed messages, because people favor risky prospects over sure prospects in the domain of losses
"
1498,MISC,"on the other hand, when a procedure is perceived as safe e g , sunscreen prevents sunburn and skin cancer, gain-framed messages are predicted to be more effective because people prefer sure prospects to risky prospects in the domain of gains
"
1499,MISC,"several public health intervention studies have examined message framing and generally found evidence favoring the predictions  CITATION
"
1500,AIMX,"on the basis of the prospect theory value function, this paper develops two approaches to reducing perceived disutility by directing the decision maker's attention to either actual past or expected future losses that can serve as reference points and are not consequences of the test itself
"
1501,CONT,"these approaches thus differ from message framing, which focuses on how the test outcomes are described and manipulates gain and loss framing
"
1502,OWNX,"we instead derive the potential impact of directly refocusing the decision maker's reference point
"
1503,MISC,"previous tests of cumulative prospect theory cpt and of the priority heuristic ph found evidence contradicting these two models of risky decision making.
"
1504,CONT,"however, those tests were criticized because they had characteristics that might ""trigger"" use of other heuristics.
"
1505,AIMX,"this paper presents new tests that avoid those characteristics.
"
1506,OWNX,"expected values of the gambles are nearly equal in each choice.
"
1507,OWNX,"in addition, if a person followed expected value ev, expected utility eu, cpt, or ph in these tests, she would shift her preferences in the same direction as shifts in ev or eu
"
1508,OWNX,"in contrast, the transfer of attention exchange model tax and a similarity model predict that people will reverse preferences in the opposite direction
"
1509,OWNX,"results contradict the ph, even when ph is modified to include a preliminary similarity evaluation using the ph parameters
"
1510,OWNX,"new tests of probability-consequence interaction were also conducted
"
1511,OWNX,"strong interactions were observed, contrary to ph
"
1512,OWNX,"these results add to the growing bodies of evidence showing that neither cpt nor ph is an accurate description of risky decision making
"
1513,AIMX,"this paper compares three models that attempt to describe risky decision making
"
1514,AIMX,"these models are cumulative prospect theory cpt  CITATION , birnbaum's  CITATION  transfer of attention exchange model tax, and the priority heuristic ph of brandstatter, gigerenzer, and hertwig  CITATION
"
1515,MISC,"the ph model is based on the idea that people compare one attribute at a time, such as the minimum prizes
"
1516,BASE,"in addition, the similarity model of rubinstein  CITATION  as modified by leland  CITATION  is also relevant to these studies, although these studies were not designed to test that model
"
1517,MISC,"birnbaum  CITATION  reviewed a number of critical tests that refute any rank dependent utility rdu model  CITATION  including rank and sign-dependent utility  CITATION , cpt, and expected utility eu
"
1518,MISC,"birnbaum  CITATION  noted that many of the same tests that refute cpt also contradict the priority heuristic
"
1519,MISC,"for example, the priority heuristic predicted fewer than half of the modal choices analyzed by birnbaum  CITATION , by birnbaum  CITATION , and by birnbaum and navarrete  CITATION
"
1520,MISC,"some of these choices included cases where 90% or more of the participants satisfied stochastic dominance but the priority heuristic predicts indifference
"
1521,MISC,"in other choices, significantly more than half of the participants about 70% of undergraduates violated stochastic dominance, but the priority heuristic predicts that people should satisfy it
"
1522,MISC,"brandstatter, gigerenzer, and hertwig  CITATION  responded that properties of these choices may have induced people to use other heuristics drawn from a person's ""adaptive toolbox
"
1523,MISC," presumably, decision makers first decide what rule to use, then they either apply that rule or choose to use another rule
"
1524,CONT,"the mechanism that decides what rule to use has not yet been specified; it is described instead with lists of ""triggering conditions,"" which are estimated from data like parameters
"
1525,MISC,"brandstatter et al CITATION  concluded that the priority heuristic does not apply when there is a stochastic dominance relation in the choice
"
1526,MISC,"in addition, brandstatter et al CITATION  argued that certain choices reviewed by birnbaum  CITATION  used gambles that differed in expected value ev
"
1527,CONT,"brandstatter et al CITATION  presented a figure to show that the priority heuristic is not accurate when expected values evs differ, which led them to suppose that two strategies are at work, one for ""easy"" choices that differ in ev and one for ""harder"" choices where evs are nearly equal
"
1528,MISC,"from the data, brandstatter et al CITATION  estimated that, when the ratio of ev exceeds 2, people act as if they choose the gamble with the higher ev
"
1529,MISC,"brandstatter et al consider ev ratio as a proxy for the ""difficulty"" of a choice, but do not necessarily hold that people actually compute ratios of ev
"
1530,MISC,"they argued that the priority heuristic is accurate for ""difficult"" choices in which evs are nearly equal
"
1531,CONT,"however, birnbaum  CITATION  noted that ev ratios in birnbaum and navarrete  CITATION  had been inside the region where ph is supposed to apply; in that study, the priority heuristic failed to reproduce even half of the modal choices correctly
"
1532,MISC,"brandstatter et al CITATION  replicated part of that study and their results confirmed that the priority heuristic reproduced fewer than half of the modal choices that they chose for replication  CITATION
"
1533,MISC,"to account for the results, brandstatter et al noted that birnbaum and navarrete  CITATION  used many choices in which both gambles of a choice had the same probability distribution and in some choices two branches had the same probability
"
1534,CONT,"ph was not accurate for such choices, so brandstatter, et al CITATION  theorized that people use a ""toting up"" heuristic for choices in which two branches had the same probability
"
1535,MISC,"in some of the choices in birnbaum and navarrete  CITATION , there was a common probability-consequence branch in both choices, which was theorized to trigger editing rules and other heuristics that were called up to account for the failures of the priority heuristic
"
1536,CONT,"the arguments of brandstatter et al CITATION  might also provide excuses for previous failures of cpt as well
"
1537,AIMX,"this paper devises a new type of test that avoids the exceptions stated above
"
1538,OWNX,"in these tests, one alternative does not stochastically dominate the other, there are no common probability-consequence branches, probabilities of the consequences are not equal, and expected values are nearly equal
"
1539,CONT,"in addition, unlike previous tests, the new tests use shifts in expected value and expected utility to ""help"" predictions of ph and cpt
"
1540,OWNX,"that is, expected value and expected utility are both manipulated such that, if a person shifts his or her judgments in the same direction as the changes in eu or ev, his or her choices will appear consistent with ph and cpt
"
1541,OWNX,"however, the choices are designed so that the tax model with parameters typical of previous research predicts that people will shift their choices in the opposite direction of ev, eu, cpt, and ph
"
1542,MISC,"previous tests of cumulative prospect theory cpt and of the priority heuristic ph found evidence contradicting these two models of risky decision making.
"
1543,CONT,"however, those tests were criticized because they had characteristics that might ""trigger"" use of other heuristics.
"
1544,AIMX,"this paper presents new tests that avoid those characteristics.
"
1545,OWNX,"expected values of the gambles are nearly equal in each choice.
"
1546,OWNX,"in addition, if a person followed expected value ev, expected utility eu, cpt, or ph in these tests, she would shift her preferences in the same direction as shifts in ev or eu
"
1547,OWNX,"in contrast, the transfer of attention exchange model tax and a similarity model predict that people will reverse preferences in the opposite direction
"
1548,OWNX,"results contradict the ph, even when ph is modified to include a preliminary similarity evaluation using the ph parameters
"
1549,OWNX,"new tests of probability-consequence interaction were also conducted
"
1550,OWNX,"strong interactions were observed, contrary to ph
"
1551,OWNX,"these results add to the growing bodies of evidence showing that neither cpt nor ph is an accurate description of risky decision making
"
1552,AIMX,"this paper compares three models that attempt to describe risky decision making
"
1553,AIMX,"these models are cumulative prospect theory cpt  CITATION , birnbaum's  CITATION  transfer of attention exchange model tax, and the priority heuristic ph of brandstatter, gigerenzer, and hertwig  CITATION
"
1554,MISC,"the ph model is based on the idea that people compare one attribute at a time, such as the minimum prizes
"
1555,BASE,"in addition, the similarity model of rubinstein  CITATION  as modified by leland  CITATION  is also relevant to these studies, although these studies were not designed to test that model
"
1556,MISC,"birnbaum  CITATION  reviewed a number of critical tests that refute any rank dependent utility rdu model  CITATION  including rank and sign-dependent utility  CITATION , cpt, and expected utility eu
"
1557,MISC,"birnbaum  CITATION  noted that many of the same tests that refute cpt also contradict the priority heuristic
"
1558,MISC,"for example, the priority heuristic predicted fewer than half of the modal choices analyzed by birnbaum  CITATION , by birnbaum  CITATION , and by birnbaum and navarrete  CITATION
"
1559,MISC,"some of these choices included cases where 90% or more of the participants satisfied stochastic dominance but the priority heuristic predicts indifference
"
1560,MISC,"in other choices, significantly more than half of the participants about 70% of undergraduates violated stochastic dominance, but the priority heuristic predicts that people should satisfy it
"
1561,MISC,"brandstatter, gigerenzer, and hertwig  CITATION  responded that properties of these choices may have induced people to use other heuristics drawn from a person's ""adaptive toolbox
"
1562,MISC," presumably, decision makers first decide what rule to use, then they either apply that rule or choose to use another rule
"
1563,CONT,"the mechanism that decides what rule to use has not yet been specified; it is described instead with lists of ""triggering conditions,"" which are estimated from data like parameters
"
1564,MISC,"brandstatter et al CITATION  concluded that the priority heuristic does not apply when there is a stochastic dominance relation in the choice
"
1565,MISC,"in addition, brandstatter et al CITATION  argued that certain choices reviewed by birnbaum  CITATION  used gambles that differed in expected value ev
"
1566,CONT,"brandstatter et al CITATION  presented a figure to show that the priority heuristic is not accurate when expected values evs differ, which led them to suppose that two strategies are at work, one for ""easy"" choices that differ in ev and one for ""harder"" choices where evs are nearly equal
"
1567,MISC,"from the data, brandstatter et al CITATION  estimated that, when the ratio of ev exceeds 2, people act as if they choose the gamble with the higher ev
"
1568,MISC,"brandstatter et al consider ev ratio as a proxy for the ""difficulty"" of a choice, but do not necessarily hold that people actually compute ratios of ev
"
1569,MISC,"they argued that the priority heuristic is accurate for ""difficult"" choices in which evs are nearly equal
"
1570,CONT,"however, birnbaum  CITATION  noted that ev ratios in birnbaum and navarrete  CITATION  had been inside the region where ph is supposed to apply; in that study, the priority heuristic failed to reproduce even half of the modal choices correctly
"
1571,MISC,"brandstatter et al CITATION  replicated part of that study and their results confirmed that the priority heuristic reproduced fewer than half of the modal choices that they chose for replication  CITATION
"
1572,MISC,"to account for the results, brandstatter et al noted that birnbaum and navarrete  CITATION  used many choices in which both gambles of a choice had the same probability distribution and in some choices two branches had the same probability
"
1573,CONT,"ph was not accurate for such choices, so brandstatter, et al CITATION  theorized that people use a ""toting up"" heuristic for choices in which two branches had the same probability
"
1574,MISC,"in some of the choices in birnbaum and navarrete  CITATION , there was a common probability-consequence branch in both choices, which was theorized to trigger editing rules and other heuristics that were called up to account for the failures of the priority heuristic
"
1575,CONT,"the arguments of brandstatter et al CITATION  might also provide excuses for previous failures of cpt as well
"
1576,AIMX,"this paper devises a new type of test that avoids the exceptions stated above
"
1577,OWNX,"in these tests, one alternative does not stochastically dominate the other, there are no common probability-consequence branches, probabilities of the consequences are not equal, and expected values are nearly equal
"
1578,CONT,"in addition, unlike previous tests, the new tests use shifts in expected value and expected utility to ""help"" predictions of ph and cpt
"
1579,OWNX,"that is, expected value and expected utility are both manipulated such that, if a person shifts his or her judgments in the same direction as the changes in eu or ev, his or her choices will appear consistent with ph and cpt
"
1580,OWNX,"however, the choices are designed so that the tax model with parameters typical of previous research predicts that people will shift their choices in the opposite direction of ev, eu, cpt, and ph"
1581,MISC,"previous tests of cumulative prospect theory cpt and of the priority heuristic ph found evidence contradicting these two models of risky decision making
"
1582,MISC,"however, those tests were criticized because they had characteristics that might ""trigger"" use of other heuristics
"
1583,AIMX,"this paper presents new tests that avoid those characteristics
"
1584,OWNX,"expected values of the gambles are nearly equal in each choice
"
1585,OWNX,"in addition, if a person followed expected value ev, expected utility eu, cpt, or ph in these tests, she would shift her preferences in the same direction as shifts in ev or eu
"
1586,MISC,"in contrast, the transfer of attention exchange model tax and a similarity model predict that people will reverse preferences in the opposite direction
"
1587,CONT,"results contradict the ph, even when ph is modified to include a preliminary similarity evaluation using the ph parameters
"
1588,OWNX,"new tests of probability-consequence interaction were also conducted
"
1589,OWNX,"strong interactions were observed, contrary to ph
"
1590,OWNX,"these results add to the growing bodies of evidence showing that neither cpt nor ph is an accurate description of risky decision making
"
1591,AIMX,"this paper compares three models that attempt to describe risky decision making
"
1592,MISC,"these models are cumulative prospect theory cpt  CITATION , birnbaum's  CITATION  transfer of attention exchange model tax, and the priority heuristic ph of brandstatter, gigerenzer, and hertwig  CITATION
"
1593,MISC,"the ph model is based on the idea that people compare one attribute at a time, such as the minimum prizes
"
1594,MISC,"in addition, the similarity model of rubinstein  CITATION  as modified by leland  CITATION  is also relevant to these studies, although these studies were not designed to test that model
"
1595,MISC,"birnbaum  CITATION  reviewed a number of critical tests that refute any rank dependent utility rdu model  CITATION  including rank and sign-dependent utility  CITATION , cpt, and expected utility eu
"
1596,MISC,"birnbaum  CITATION  noted that many of the same tests that refute cpt also contradict the priority heuristic
"
1597,MISC,"for example, the priority heuristic predicted fewer than half of the modal choices analyzed by birnbaum  CITATION , by birnbaum  CITATION , and by birnbaum and navarrete  CITATION
"
1598,MISC,"some of these choices included cases where 90% or more of the participants satisfied stochastic dominance but the priority heuristic predicts indifference
"
1599,MISC,"in other choices, significantly more than half of the participants about 70% of undergraduates violated stochastic dominance, but the priority heuristic predicts that people should satisfy it
"
1600,MISC,"brandstatter, gigerenzer, and hertwig  CITATION  responded that properties of these choices may have induced people to use other heuristics drawn from a person's ""adaptive toolbox""
"
1601,MISC,"presumably, decision makers first decide what rule to use, then they either apply that rule or choose to use another rule
"
1602,MISC,"the mechanism that decides what rule to use has not yet been specified; it is described instead with lists of ""triggering conditions,"" which are estimated from data like parameters
"
1603,MISC,"brandstatter et al CITATION  concluded that the priority heuristic does not apply when there is a stochastic dominance relation in the choice
"
1604,MISC,"in addition, brandstatter et al CITATION  argued that certain choices reviewed by birnbaum  CITATION  used gambles that differed in expected value ev
"
1605,MISC,"brandstatter et al CITATION  presented a figure to show that the priority heuristic is not accurate when expected values evs differ, which led them to suppose that two strategies are at work, one for ""easy"" choices that differ in ev and one for ""harder"" choices where evs are nearly equal
"
1606,MISC,"from the data, brandstatter et al CITATION  estimated that, when the ratio of ev exceeds 2, people act as if they choose the gamble with the higher ev
"
1607,MISC,"brandstatter et al consider ev ratio as a proxy for the ""difficulty"" of a choice, but do not necessarily hold that people actually compute ratios of ev
"
1608,MISC,"they argued that the priority heuristic is accurate for ""difficult"" choices in which evs are nearly equal
"
1609,MISC,"however, birnbaum  CITATION  noted that ev ratios in birnbaum and navarrete  CITATION  had been inside the region where ph is supposed to apply; in that study, the priority heuristic failed to reproduce even half of the modal choices correctly
"
1610,MISC,"brandstatter et al CITATION  replicated part of that study and their results confirmed that the priority heuristic reproduced fewer than half of the modal choices that they chose for replication  CITATION
"
1611,MISC,"to account for the results, brandstatter et al noted that birnbaum and navarrete  CITATION  used many choices in which both gambles of a choice had the same probability distribution and in some choices two branches had the same probability
"
1612,MISC,"ph was not accurate for such choices, so brandstatter, et al CITATION  theorized that people use a ""toting up"" heuristic for choices in which two branches had the same probability
"
1613,MISC,"in some of the choices in birnbaum and navarrete  CITATION , there was a common probability-consequence branch in both choices, which was theorized to trigger editing rules and other heuristics that were called up to account for the failures of the priority heuristic
"
1614,MISC,"the arguments of brandstatter et al CITATION  might also provide excuses for previous failures of cpt as well
"
1615,AIMX,"this paper devises a new type of test that avoids the exceptions stated above
"
1616,OWNX,"in these tests, one alternative does not stochastically dominate the other, there are no common probability-consequence branches, probabilities of the consequences are not equal, and expected values are nearly equal
"
1617,CONT,"in addition, unlike previous tests, the new tests use shifts in expected value and expected utility to ""help"" predictions of ph and cpt
"
1618,OWNX,"that is, expected value and expected utility are both manipulated such that, if a person shifts his or her judgments in the same direction as the changes in eu or ev, his or her choices will appear consistent with ph and cpt
"
1619,OWNX,"however, the choices are designed so that the tax model with parameters typical of previous research predicts that people will shift their choices in the opposite direction of ev, eu, cpt, and ph
"
1620,AIMX,"this paper extends previous research showing that experienced difficulty of recall can influence evaluative judgments CITATION to a field study of university students rating a course
"
1621,OWNX,"students completed a mid-course evaluation form in which they were asked to list either  NUMBER  ways in which the course could be improved a relatively easy task or  NUMBER  ways in which the course could be improved a relatively difficult task
"
1622,OWNX,"respondents who had been asked for  NUMBER  critical comments subsequently rated the course more favorably than respondents who had been asked for  NUMBER  critical comments
"
1623,OWNX,"an internal analysis suggests that the number of critiques solicited provides a frame against which accessibility of instances is evaluated
"
1624,OWNX,"the paper concludes with a discussion of implications of the present results and possible directions for future research
"
1625,MISC,"according to tversky and kahneman's  CITATION  availability heuristic  people sometimes judge the frequency of events in the world by the ease with which examples come to mind
"
1626,MISC,"this process has generally been demonstrated by asking participants to assess the relative likelihood of two categories in which instances of the first category are more difficult to recall than instances of the second category  despite the fact that instances of the first category are more common in the world
"
1627,MISC,"for instance  kahneman and tversky  CITATION  found that most people think the letter r more often appears in english words as the first letter than the third letter  presumably because the first letter provides a better cue for recalling instances of words than does the third letter
"
1628,MISC,"in fact  it turns out that r appears more often as the third than first letter in english words
"
1629,MISC,"schwarz et al CITATION  observed that the classic studies demonstrating the availability heuristic failed to distinguish an interpretation based on ease of retrieval from an alternative interpretation based on content of retrieval in which an event is judged more common when a larger number of examples come to mind
"
1630,MISC,"to tease apart these accounts  schwarz et al CITATION  asked participants in one   study to list either  NUMBER  or  NUMBER  examples of assertive or unassertive behavior that they have exhibited and then rate themselves on their overall degree of assertiveness
"
1631,MISC,"participants rated themselves as more assertive after they had listed  NUMBER  examples of assertive behavior a relatively easy task rather than  NUMBER  examples a relatively difficult task  similarly  they rated themselves as less assertive i e   more unassertive after they had listed  NUMBER  rather than  NUMBER  examples of unassertive behavior
"
1632,MISC,"similar patterns of results have been observed in many other studies of frequency-related judgments  including the rate at which a particular letter occurs in various positions of words  CITATION   the quality of one's own memory  CITATION   the frequency of one's own past behaviors  CITATION   one's susceptibility to heart disease  CITATION  and one's susceptibility to sexual assault  CITATION
"
1633,MISC,"for a review of this literature see schwarz  CITATION
"
1634,MISC,"thus  an abundance of data supports the original interpretation of the availability heuristic  categories are judged to be more common when instances more easily come to mind  even when a smaller absolute number of instances are generated
"
1635,MISC,"this program has been extended from frequency-based judgments to  evaluative judgments of such targets as public transportation  CITATION   luxury automobiles  CITATION   and one's own childhood  CITATION
"
1636,MISC,"for instance  winkielman and schwarz  CITATION  asked participants to recall either  NUMBER  childhood events an easy task or  NUMBER  childhood events a difficult task
"
1637,MISC,"some participants were then led to believe that memories from pleasant periods tend to fade  while others were led to believe that memories from unpleasant periods tend to fade
"
1638,MISC,"when later asked to evaluate their childhood  participants believed that pleasant memories fade rated their childhood more favorably when they completed the difficult task  NUMBER  events than the easy task  NUMBER  events  participants who believed that unpleasant memories fade rated their childhood more favorably when they completed the easy rather than difficult task
"
1639,MISC,"previous studies of the availability heuristic using the paradigm of schwarz et al CITATION  have turned up impressive and robust results
"
1640,MISC,"however  these demonstrations have been restricted primarily to laboratory surveys in which task of recalling examples then making an overall assessment may seem somewhat artificial to participants and the responses of little consequence
"
1641,MISC,"more important  most participants in previous studies presumably had little prior experience with the particular likert scale that served as the dependent measure e g   most had never before rated their childhood or public transportation on a  NUMBER -point scale
"
1642,MISC,"hence  ratings of respondents may be especially susceptible to superficial cues-such as the accessibility of instances-when mapping their beliefs and attitudes onto an unfamiliar response scale
"
1643,OWNX,"the present investigation overcomes these limitations through a  field study  of students evaluating a course
"
1644,MISC,"first  evaluations are a normal facet of most university courses in which students are commonly asked to list specific suggestions and also provide a global assessment
"
1645,MISC,"moreover  course evaluations are consequential  as they can influence future course offerings and course staffing  promotion and tenure decisions  and provide information to future prospective students of the target course
"
1646,MISC,"second  students at universities quickly become familiar with standard course evaluation scales and how ratings are distributed across classes  often relying on these scores in choosing among elective courses
"
1647,MISC,"the study of course evaluations is also interesting in its own right
"
1648,MISC,"a number of recent papers have questioned the validity of these ratings  and a lively debate appeared some years ago in the american psychologist  CITATION
"
1649,MISC,"thus far  questions of discriminant validity have mainly focused on the correlation between teaching ratings and apparently irrelevant factors such as the students' expected grades or the course workload
"
1650,MISC,"to date there have been few published investigations of the relationship between the design of course feedback forms and summary course evaluations
"
1651,AIMX,"the present study attempts to answer the following provocative question  can one paradoxically obtain higher course ratings by soliciting a greater number of critical comments from students
"
1652,BASE,"this paper extends previous research showing that experienced difficulty of recall can influence evaluative judgments CITATION to a field study of university students rating a course
"
1653,AIMX,"students completed a mid-course evaluation form in which they were asked to list either  NUMBER  ways in which the course could be improved a relatively easy task or  NUMBER  ways in which the course could be improved a relatively difficult task
"
1654,OWNX,"respondents who had been asked for  NUMBER  critical comments subsequently rated the course more favorably than respondents who had been asked for  NUMBER  critical comments
"
1655,OWNX,"an internal analysis suggests that the number of critiques solicited provides a frame against which accessibility of instances is evaluated
"
1656,OWNX,"the paper concludes with a discussion of implications of the present results and possible directions for future research
"
1657,MISC,"according to tversky and kahneman's  CITATION  availability heuristic  people sometimes judge the frequency of events in the world by the ease with which examples come to mind
"
1658,MISC,"this process has generally been demonstrated by asking participants to assess the relative likelihood of two categories in which instances of the first category are more difficult to recall than instances of the second category  despite the fact that instances of the first category are more common in the world
"
1659,MISC,"for instance  kahneman and tversky  CITATION  found that most people think the letter r more often appears in english words as the first letter than the third letter  presumably because the first letter provides a better cue for recalling instances of words than does the third letter
"
1660,MISC,"in fact  it turns out that r appears more often as the third than first letter in english words
"
1661,MISC,"schwarz et al CITATION  observed that the classic studies demonstrating the availability heuristic failed to distinguish an interpretation based on ease of retrieval from an alternative interpretation based on content of retrieval in which an event is judged more common when a larger number of examples come to mind
"
1662,MISC,"to tease apart these accounts  schwarz et al CITATION  asked participants in one   study to list either  NUMBER  or  NUMBER  examples of assertive or unassertive behavior that they have exhibited and then rate themselves on their overall degree of assertiveness
"
1663,MISC,"participants rated themselves as more assertive after they had listed  NUMBER  examples of assertive behavior a relatively easy task rather than  NUMBER  examples a relatively difficult task  similarly  they rated themselves as less assertive i e   more unassertive after they had listed  NUMBER  rather than  NUMBER  examples of unassertive behavior
"
1664,MISC,"similar patterns of results have been observed in many other studies of frequency-related judgments  including the rate at which a particular letter occurs in various positions of words  CITATION   the quality of one's own memory  CITATION   the frequency of one's own past behaviors  CITATION   one's susceptibility to heart disease  CITATION  and one's susceptibility to sexual assault  CITATION
"
1665,MISC,"for a review of this literature see schwarz  CITATION
"
1666,MISC,"thus  an abundance of data supports the original interpretation of the availability heuristic  categories are judged to be more common when instances more easily come to mind  even when a smaller absolute number of instances are generated
"
1667,MISC,"this program has been extended from frequency-based judgments to  evaluative judgments of such targets as public transportation  CITATION   luxury automobiles  CITATION   and one's own childhood  CITATION
"
1668,MISC,"for instance  winkielman and schwarz  CITATION  asked participants to recall either  NUMBER  childhood events an easy task or  NUMBER  childhood events a difficult task
"
1669,MISC,"some participants were then led to believe that memories from pleasant periods tend to fade  while others were led to believe that memories from unpleasant periods tend to fade
"
1670,MISC,"when later asked to evaluate their childhood  participants believed that pleasant memories fade rated their childhood more favorably when they completed the difficult task  NUMBER  events than the easy task  NUMBER  events  participants who believed that unpleasant memories fade rated their childhood more favorably when they completed the easy rather than difficult task
"
1671,MISC,"previous studies of the availability heuristic using the paradigm of schwarz et al CITATION  have turned up impressive and robust results
"
1672,CONT,"however  these demonstrations have been restricted primarily to laboratory surveys in which task of recalling examples then making an overall assessment may seem somewhat artificial to participants and the responses of little consequence
"
1673,MISC,"more important  most participants in previous studies presumably had little prior experience with the particular likert scale that served as the dependent measure e g   most had never before rated their childhood or public transportation on a  NUMBER -point scale
"
1674,CONT,"hence  ratings of respondents may be especially susceptible to superficial cues-such as the accessibility of instances-when mapping their beliefs and attitudes onto an unfamiliar response scale
"
1675,AIMX,"the present investigation overcomes these limitations through a  field study  of students evaluating a course
"
1676,OWNX,"first  evaluations are a normal facet of most university courses in which students are commonly asked to list specific suggestions and also provide a global assessment
"
1677,OWNX,"moreover  course evaluations are consequential  as they can influence future course offerings and course staffing  promotion and tenure decisions  and provide information to future prospective students of the target course
"
1678,OWNX,"second  students at universities quickly become familiar with standard course evaluation scales and how ratings are distributed across classes  often relying on these scores in choosing among elective courses
"
1679,OWNX,"the study of course evaluations is also interesting in its own right
"
1680,OWNX,"a number of recent papers have questioned the validity of these ratings  and a lively debate appeared some years ago in the american psychologist  CITATION
"
1681,OWNX,"thus far  questions of discriminant validity have mainly focused on the correlation between teaching ratings and apparently irrelevant factors such as the students' expected grades or the course workload
"
1682,MISC,"to date there have been few published investigations of the relationship between the design of course feedback forms and summary course evaluations
"
1683,OWNX,the present study attempts to answer the following provocative question  can one paradoxically obtain higher course ratings by soliciting a greater number of critical comments from students
1684,AIMX,"this paper extends previous research showing that experienced difficulty of recall can influence evaluative judgments CITATION to a field study of university students rating a course
"
1685,OWNX,"students completed a mid-course evaluation form in which they were asked to list either  NUMBER  ways in which the course could be improved a relatively easy task or  NUMBER  ways in which the course could be improved a relatively difficult task
"
1686,OWNX,"respondents who had been asked for  NUMBER  critical comments subsequently rated the course more favorably than respondents who had been asked for  NUMBER  critical comments
"
1687,OWNX,"an internal analysis suggests that the number of critiques solicited provides a frame against which accessibility of instances is evaluated
"
1688,OWNX,"the paper concludes with a discussion of implications of the present results and possible directions for future research
"
1689,MISC,"according to tversky and kahneman's  CITATION  availability heuristic  people sometimes judge the frequency of events in the world by the ease with which examples come to mind
"
1690,MISC,"this process has generally been demonstrated by asking participants to assess the relative likelihood of two categories in which instances of the first category are more difficult to recall than instances of the second category  MISC despite the fact that instances of the first category are more common in the world
"
1691,MISC,"for instance  kahneman and tversky  CITATION  found that most people think the letter r more often appears in english words as the first letter than the third letter  presumably because the first letter provides a better cue for recalling instances of words than does the third letter
"
1692,MISC,"in fact  it turns out that r appears more often as the third than first letter in english words
"
1693,MISC,"schwarz et al CITATION  observed that the classic studies demonstrating the availability heuristic failed to distinguish an interpretation based on ease of retrieval from an alternative interpretation based on content of retrieval in which an event is judged more common when a larger number of examples come to mind
"
1694,MISC,"to tease apart these accounts  schwarz et al CITATION  asked participants in one   study to list either  NUMBER  or  NUMBER  examples of assertive or unassertive behavior that they have exhibited and then rate themselves on their overall degree of assertiveness
"
1695,MISC,"participants rated themselves as more assertive after they had listed  NUMBER  examples of assertive behavior a relatively easy task rather than  NUMBER  examples a relatively difficult task  similarly  they rated themselves as less assertive i e   more unassertive after they had listed  NUMBER  rather than  NUMBER  examples of unassertive behavior
"
1696,MISC,"similar patterns of results have been observed in many other studies of frequency-related judgments  including the rate at which a particular letter occurs in various positions of words  CITATION   the quality of one's own memory  CITATION   the frequency of one's own past behaviors  CITATION   one's susceptibility to heart disease  CITATION  and one's susceptibility to sexual assault  CITATION
"
1697,MISC,"for a review of this literature see schwarz  CITATION
"
1698,MISC,"thus  an abundance of data supports the original interpretation of the availability heuristic  categories are judged to be more common when instances more easily come to mind  even when a smaller absolute number of instances are generated
"
1699,MISC,"this program has been extended from frequency-based judgments to  evaluative judgments of such targets as public transportation  CITATION   luxury automobiles  CITATION   and one's own childhood  CITATION
"
1700,MISC,"for instance  winkielman and schwarz  CITATION  asked participants to recall either  NUMBER  childhood events an easy task or  NUMBER  childhood events a difficult task
"
1701,MISC,"some participants were then led to believe that memories from pleasant periods tend to fade  while others were led to believe that memories from unpleasant periods tend to fade
"
1702,MISC,"when later asked to evaluate their childhood  participants believed that pleasant memories fade rated their childhood more favorably when they completed the difficult task  NUMBER  events than the easy task  NUMBER  events  participants who believed that unpleasant memories fade rated their childhood more favorably when they completed the easy rather than difficult task
"
1703,MISC,"previous studies of the availability heuristic using the paradigm of schwarz et al CITATION  have turned up impressive and robust results
"
1704,CONT,"however  these demonstrations have been restricted primarily to laboratory surveys in which task of recalling examples then making an overall assessment may seem somewhat artificial to participants and the responses of little consequence
"
